county_fips,county_name,year,qwi_emp_total_private,qwi_hires_total_private,qwi_separations_total_private,qwi_earns_total_private,qwi_job_gains_total_private,qwi_job_losses_total_private,qwi_emp_flag_issue_total_private,qwi_hires_flag_issue_total_private,qwi_sep_flag_issue_total_private,qwi_earns_flag_issue_total_private,qwi_job_gains_flag_issue_total_private,qwi_job_losses_flag_issue_total_private,qwi_quarters_observed_total_private,qwi_incomplete_year_total_private,qwi_emp_agriculture,qwi_hires_agriculture,qwi_separations_agriculture,qwi_earns_agriculture,qwi_job_gains_agriculture,qwi_job_losses_agriculture,qwi_emp_flag_issue_agriculture,qwi_hires_flag_issue_agriculture,qwi_sep_flag_issue_agriculture,qwi_earns_flag_issue_agriculture,qwi_job_gains_flag_issue_agriculture,qwi_job_losses_flag_issue_agriculture,qwi_quarters_observed_agriculture,qwi_incomplete_year_agriculture,qwi_emp_construction,qwi_hires_construction,qwi_separations_construction,qwi_earns_construction,qwi_job_gains_construction,qwi_job_losses_construction,qwi_emp_flag_issue_construction,qwi_hires_flag_issue_construction,qwi_sep_flag_issue_construction,qwi_earns_flag_issue_construction,qwi_job_gains_flag_issue_construction,qwi_job_losses_flag_issue_construction,qwi_quarters_observed_construction,qwi_incomplete_year_construction,qwi_emp_manufacturing,qwi_hires_manufacturing,qwi_separations_manufacturing,qwi_earns_manufacturing,qwi_job_gains_manufacturing,qwi_job_losses_manufacturing,qwi_emp_flag_issue_manufacturing,qwi_hires_flag_issue_manufacturing,qwi_sep_flag_issue_manufacturing,qwi_earns_flag_issue_manufacturing,qwi_job_gains_flag_issue_manufacturing,qwi_job_losses_flag_issue_manufacturing,qwi_quarters_observed_manufacturing,qwi_incomplete_year_manufacturing,qwi_emp_retail,qwi_hires_retail,qwi_separations_retail,qwi_earns_retail,qwi_job_gains_retail,qwi_job_losses_retail,qwi_emp_flag_issue_retail,qwi_hires_flag_issue_retail,qwi_sep_flag_issue_retail,qwi_earns_flag_issue_retail,qwi_job_gains_flag_issue_retail,qwi_job_losses_flag_issue_retail,qwi_quarters_observed_retail,qwi_incomplete_year_retail,qwi_emp_transport_warehousing,qwi_hires_transport_warehousing,qwi_separations_transport_warehousing,qwi_earns_transport_warehousing,qwi_job_gains_transport_warehousing,qwi_job_losses_transport_warehousing,qwi_emp_flag_issue_transport_warehousing,qwi_hires_flag_issue_transport_warehousing,qwi_sep_flag_issue_transport_warehousing,qwi_earns_flag_issue_transport_warehousing,qwi_job_gains_flag_issue_transport_warehousing,qwi_job_losses_flag_issue_transport_warehousing,qwi_quarters_observed_transport_warehousing,qwi_incomplete_year_transport_warehousing,qwi_emp_health_social,qwi_hires_health_social,qwi_separations_health_social,qwi_earns_health_social,qwi_job_gains_health_social,qwi_job_losses_health_social,qwi_emp_flag_issue_health_social,qwi_hires_flag_issue_health_social,qwi_sep_flag_issue_health_social,qwi_earns_flag_issue_health_social,qwi_job_gains_flag_issue_health_social,qwi_job_losses_flag_issue_health_social,qwi_quarters_observed_health_social,qwi_incomplete_year_health_social,qwi_emp_accom_food,qwi_hires_accom_food,qwi_separations_accom_food,qwi_earns_accom_food,qwi_job_gains_accom_food,qwi_job_losses_accom_food,qwi_emp_flag_issue_accom_food,qwi_hires_flag_issue_accom_food,qwi_sep_flag_issue_accom_food,qwi_earns_flag_issue_accom_food,qwi_job_gains_flag_issue_accom_food,qwi_job_losses_flag_issue_accom_food,qwi_quarters_observed_accom_food,qwi_incomplete_year_accom_food
27001,Aitkin,2021,3417.75,2613.0,2341.0,3723.25,1010.0,740.0,0,0,0,0,0,0,4,0,23.25,28.0,23.0,3683.75,18.0,13.0,0,1,1,0,0,0,4,0,201.5,173.0,150.0,3772.5,129.0,106.0,0,0,0,0,0,0,4,0,350.75,161.0,142.0,4489.0,57.0,37.0,0,0,0,0,0,0,4,0,627.0,539.0,468.0,2538.0,175.0,105.0,0,0,0,0,0,0,4,0,113.5,55.0,66.0,3744.25,15.0,24.0,0,0,0,0,0,0,4,0,834.0,381.0,455.0,5161.75,49.0,122.0,0,0,0,0,0,0,4,0,553.25,726.0,611.0,1422.25,282.0,168.0,0,0,0,0,0,0,4,0
27001,Aitkin,2022,3604.75,2460.0,2403.0,3903.25,882.0,824.0,0,0,0,0,0,0,4,0,29.25,42.0,30.0,3544.5,25.0,14.0,0,0,0,0,0,0,4,0,221.75,179.0,164.0,3913.75,104.0,89.0,0,0,0,0,0,0,4,0,360.75,166.0,127.0,4911.25,72.0,31.0,0,0,0,0,0,0,4,0,667.25,490.0,514.0,2605.75,122.0,147.0,0,0,0,0,0,0,4,0,106.5,68.0,83.0,4397.25,18.0,33.0,0,0,0,0,0,0,4,0,789.0,380.0,387.0,5590.5,82.0,90.0,0,0,0,0,0,0,4,0,624.0,620.0,591.0,1482.5,193.0,166.0,0,0,0,0,0,0,4,0
27001,Aitkin,2023,3707.0,2366.0,2366.0,4096.75,909.0,911.0,0,0,0,0,0,0,4,0,27.25,22.0,32.0,4160.5,10.0,20.0,0,1,1,0,0,0,4,0,238.5,155.0,172.0,4061.0,88.0,105.0,0,0,0,0,0,0,4,0,409.0,137.0,165.0,5129.75,34.0,63.0,0,0,0,0,0,0,4,0,650.25,452.0,451.0,2706.5,136.0,134.0,0,0,0,0,0,0,4,0,90.5,64.0,61.0,4567.0,11.0,9.0,0,0,0,0,0,0,4,0,813.75,385.0,356.0,5853.75,96.0,67.0,0,0,0,0,0,0,4,0,639.75,606.0,624.0,1560.0,221.0,238.0,0,0,0,0,0,0,4,0
27003,Anoka,2011,96887.0,59944.0,55348.0,3839.25,21314.0,16718.0,0,0,0,0,0,0,4,0,331.75,551.0,544.0,2430.75,264.0,258.0,0,0,0,0,0,0,4,0,6242.5,6336.0,6018.0,4280.5,2945.0,2627.0,0,0,0,0,0,0,4,0,22564.0,6146.0,5040.0,5362.0,2790.0,1687.0,0,0,0,0,0,0,4,0,14130.0,9817.0,9466.0,2195.25,3117.0,2767.0,0,0,0,0,0,0,4,0,3265.5,2398.0,1391.0,3319.25,1405.0,397.0,0,0,0,0,0,0,4,0,13520.0,5873.0,5269.0,3941.25,1648.0,1045.0,0,0,0,0,0,0,4,0,8271.5,8843.0,8480.0,1215.75,2439.0,2076.0,0,0,0,0,0,0,4,0
27003,Anoka,2012,100089.0,60903.0,60362.0,3927.0,19679.0,19138.0,0,0,0,0,0,0,4,0,339.0,495.0,506.0,2585.5,249.0,260.0,0,0,0,0,0,0,4,0,6354.0,6033.0,5856.0,4357.5,2699.0,2522.0,0,0,0,0,0,0,4,0,23740.75,6085.0,5687.0,5463.5,2576.0,2178.0,0,0,0,0,0,0,4,0,14599.0,10103.0,10601.0,2415.0,2967.0,3464.0,0,0,0,0,0,0,4,0,4112.0,1876.0,2098.0,3494.75,766.0,989.0,0,0,0,0,0,0,4,0,14313.5,6504.0,6041.0,4025.75,1850.0,1385.0,0,0,0,0,0,0,4,0,8550.0,9617.0,9436.0,1229.25,2292.0,2110.0,0,0,0,0,0,0,4,0
27003,Anoka,2013,100751.75,68369.0,64963.0,3990.25,22544.0,19137.0,0,0,0,0,0,0,4,0,364.25,516.0,506.0,2578.0,269.0,258.0,0,0,0,0,0,0,4,0,6920.0,7231.0,6346.0,4546.0,3264.0,2379.0,0,0,0,0,0,0,4,0,23473.0,5754.0,5969.0,5631.25,2135.0,2353.0,0,0,0,0,0,0,4,0,13602.5,12417.0,11671.0,2299.25,4212.0,3467.0,0,0,0,0,0,0,4,0,3901.0,2104.0,1829.0,3386.75,826.0,553.0,0,0,0,0,0,0,4,0,14979.5,7554.0,6739.0,3915.0,2143.0,1328.0,0,0,0,0,0,0,4,0,8638.25,10766.0,10243.0,1260.5,2492.0,1969.0,0,0,0,0,0,0,4,0
27003,Anoka,2014,103897.5,74009.0,70626.0,3993.0,23661.0,20277.0,0,0,0,0,0,0,4,0,378.75,607.0,580.0,2671.0,271.0,245.0,0,0,0,0,0,0,4,0,7829.25,7754.0,6997.0,4708.25,3430.0,2674.0,0,0,0,0,0,0,4,0,23476.75,8112.0,7172.0,5607.5,3651.0,2712.0,0,0,0,0,0,0,4,0,14677.25,13527.0,13185.0,2349.5,3804.0,3463.0,0,0,0,0,0,0,4,0,4113.25,2225.0,2201.0,3534.25,685.0,663.0,0,0,0,0,0,0,4,0,15422.0,7665.0,7792.0,3921.0,1818.0,1946.0,0,0,0,0,0,0,4,0,8768.0,11264.0,11239.0,1291.5,2330.0,2306.0,0,0,0,0,0,0,4,0
27003,Anoka,2015,105774.0,71507.0,68616.0,4290.25,20418.0,17527.0,0,0,0,0,0,0,4,0,403.0,580.0,577.0,2630.5,296.0,292.0,0,0,0,0,0,0,4,0,8325.75,7346.0,7181.0,4999.75,3022.0,2855.0,0,0,0,0,0,0,4,0,23941.0,6439.0,5907.0,6289.75,2134.0,1599.0,0,0,0,0,0,0,4,0,13717.0,11146.0,10849.0,2425.5,2528.0,2232.0,0,0,0,0,0,0,4,0,4154.75,2170.0,2038.0,3654.75,748.0,616.0,0,0,0,0,0,0,4,0,15655.0,8662.0,7997.0,4008.0,2076.0,1410.0,0,0,0,0,0,0,4,0,9371.75,12115.0,11632.0,1409.5,2382.0,1898.0,0,0,0,0,0,0,4,0
27003,Anoka,2016,107563.0,70490.0,70431.0,4330.75,19656.0,19598.0,0,0,0,0,0,0,4,0,414.25,620.0,586.0,2810.0,296.0,260.0,0,0,0,0,0,0,4,0,8581.0,6933.0,6609.0,5285.25,2949.0,2627.0,0,0,0,0,0,0,4,0,24205.5,6386.0,6683.0,6230.5,1858.0,2155.0,0,0,0,0,0,0,4,0,14109.0,11126.0,11043.0,2449.25,2469.0,2384.0,0,0,0,0,0,0,4,0,4256.0,2373.0,2506.0,3693.75,696.0,830.0,0,0,0,0,0,0,4,0,15991.0,9028.0,9171.0,4004.75,2126.0,2269.0,0,0,0,0,0,0,4,0,9779.75,12226.0,12111.0,1476.75,2260.0,2147.0,0,0,0,0,0,0,4,0
27003,Anoka,2017,109528.0,74905.0,72595.0,4426.0,22123.0,19814.0,0,0,0,0,0,0,4,0,431.0,667.0,702.0,2998.5,292.0,326.0,0,0,0,0,0,0,4,0,9163.0,7456.0,7395.0,5397.0,3252.0,3194.0,0,0,0,0,0,0,4,0,24241.5,7068.0,6804.0,6228.0,2551.0,2286.0,0,0,0,0,0,0,4,0,14643.5,12444.0,11937.0,2530.75,3062.0,2556.0,0,0,0,0,0,0,4,0,4181.5,2884.0,2675.0,3665.75,949.0,737.0,0,0,0,0,0,0,4,0,15982.25,10131.0,9366.0,4180.25,2627.0,1862.0,0,0,0,0,0,0,4,0,9907.5,12274.0,12278.0,1542.5,2268.0,2271.0,0,0,0,0,0,0,4,0
27003,Anoka,2018,116023.75,80477.0,78656.0,4591.0,22997.0,21175.0,0,0,0,0,0,0,4,0,428.25,709.0,733.0,3260.0,311.0,336.0,0,0,0,0,0,0,4,0,9342.25,7802.0,7279.0,5505.75,3514.0,2990.0,0,0,0,0,0,0,4,0,25005.25,8206.0,7217.0,6487.5,2611.0,1621.0,0,0,0,0,0,0,4,0,15647.5,12683.0,13921.0,2684.25,2588.0,3827.0,0,0,0,0,0,0,4,0,4383.25,3463.0,3692.0,3744.75,961.0,1190.0,0,0,0,0,0,0,4,0,17185.0,10689.0,9810.0,4150.25,2743.0,1863.0,0,0,0,0,0,0,4,0,9882.25,12135.0,12031.0,1607.25,2361.0,2257.0,0,0,0,0,0,0,4,0
27003,Anoka,2019,118403.75,77290.0,76638.0,4769.0,21590.0,20940.0,0,0,0,0,0,0,4,0,425.0,652.0,606.0,2972.25,368.0,323.0,0,0,0,0,0,0,4,0,9901.25,7461.0,7452.0,5762.75,3231.0,3221.0,0,0,0,0,0,0,4,0,25648.5,7546.0,7751.0,6485.5,2046.0,2251.0,0,0,0,0,0,0,4,0,14326.5,12088.0,11831.0,2648.5,2866.0,2608.0,0,0,0,0,0,0,4,0,4409.0,3025.0,3041.0,4186.75,736.0,750.0,0,0,0,0,0,0,4,0,17671.75,10414.0,10056.0,4188.75,2574.0,2216.0,0,0,0,0,0,0,4,0,9808.25,12261.0,12364.0,1651.75,2165.0,2267.0,0,0,0,0,0,0,4,0
27003,Anoka,2020,112591.75,67614.0,75225.0,5020.25,21051.0,28663.0,0,0,0,0,0,0,4,0,444.5,743.0,707.0,3159.5,303.0,266.0,0,0,0,0,0,0,4,0,9658.75,6328.0,6644.0,6079.0,2979.0,3293.0,0,0,0,0,0,0,4,0,24671.5,5984.0,7720.0,6491.75,2126.0,3862.0,0,0,0,0,0,0,4,0,13814.75,11958.0,12392.0,2765.25,3103.0,3538.0,0,0,0,0,0,0,4,0,4423.25,2832.0,2980.0,4393.75,895.0,1046.0,0,0,0,0,0,0,4,0,17367.0,10078.0,10478.0,4431.75,2714.0,3113.0,0,0,0,0,0,0,4,0,8424.75,9829.0,11130.0,1565.25,2036.0,3336.0,0,0,0,0,0,0,4,0
27003,Anoka,2021,113910.75,81480.0,74878.0,5492.0,26613.0,20010.0,0,0,0,0,0,0,4,0,496.5,714.0,702.0,3016.0,330.0,316.0,0,0,0,0,0,0,4,0,10183.25,7596.0,7102.0,6479.5,3573.0,3078.0,0,0,0,0,0,0,4,0,23924.75,8983.0,7992.0,6972.0,2749.0,1758.0,0,0,0,0,0,0,4,0,13357.5,12759.0,12844.0,3066.25,2588.0,2674.0,0,0,0,0,0,0,4,0,4759.0,3482.0,3175.0,4747.5,943.0,635.0,0,0,0,0,0,0,4,0,18069.75,11074.0,10500.0,5210.25,3431.0,2856.0,0,0,0,0,0,0,4,0,8767.25,11735.0,10383.0,1825.0,2925.0,1575.0,0,0,0,0,0,0,4,0
27003,Anoka,2022,121217.75,84010.0,79443.0,5640.75,26920.0,22352.0,0,0,0,0,0,0,4,0,497.25,661.0,688.0,3241.75,306.0,332.0,0,0,0,0,0,0,4,0,10573.25,7509.0,7422.0,6760.5,3425.0,3338.0,0,0,0,0,0,0,4,0,24069.0,9559.0,9106.0,6903.0,3029.0,2575.0,0,0,0,0,0,0,4,0,13712.5,12604.0,12204.0,3135.25,2792.0,2391.0,0,0,0,0,0,0,4,0,5436.75,3888.0,3611.0,4977.0,1062.0,787.0,0,0,0,0,0,0,4,0,18908.0,12225.0,11279.0,5236.75,4233.0,3286.0,0,0,0,0,0,0,4,0,9860.5,11729.0,11411.0,1912.0,2557.0,2239.0,0,0,0,0,0,0,4,0
27003,Anoka,2023,123523.25,75486.0,75896.0,5705.75,24242.0,24653.0,0,0,0,0,0,0,4,0,486.75,642.0,632.0,3241.0,343.0,334.0,0,0,0,0,0,0,4,0,10594.75,7334.0,7286.0,6851.75,3466.0,3418.0,0,0,0,0,0,0,4,0,23526.25,6583.0,8497.0,7044.0,2237.0,4150.0,0,0,0,0,0,0,4,0,14108.0,11533.0,11498.0,3156.75,2916.0,2877.0,0,0,0,0,0,0,4,0,5583.0,3284.0,3366.0,4939.75,1124.0,1207.0,0,0,0,0,0,0,4,0,19585.0,11971.0,10868.0,5409.75,3487.0,2384.0,0,0,0,0,0,0,4,0,9975.0,10862.0,10459.0,1992.0,2413.0,2011.0,0,0,0,0,0,0,4,0
27005,Becker,2011,10049.75,10057.0,8750.0,2595.25,3635.0,2328.0,0,0,0,0,0,0,4,0,385.75,490.0,499.0,2420.25,157.0,166.0,0,0,0,0,0,0,4,0,552.0,691.0,673.0,3149.75,344.0,325.0,0,0,0,0,0,0,4,0,2007.5,923.0,776.0,3564.0,302.0,155.0,0,0,0,0,0,0,4,0,1869.25,1335.0,1253.0,2108.25,398.0,316.0,0,0,0,0,0,0,4,0,540.25,336.0,278.0,2860.75,137.0,78.0,0,0,0,0,0,0,4,0,1249.25,1560.0,650.0,2987.5,990.0,79.0,0,0,0,0,0,0,4,0,1212.25,1661.0,1656.0,1016.25,589.0,585.0,0,0,0,0,0,0,4,0
27005,Becker,2012,11617.75,10489.0,10317.0,2808.0,3132.0,2960.0,0,0,0,0,0,0,4,0,354.25,487.0,484.0,2625.75,159.0,155.0,0,0,0,0,0,0,4,0,564.0,673.0,690.0,3056.75,299.0,317.0,0,0,0,0,0,0,4,0,2197.5,971.0,859.0,3647.75,278.0,168.0,0,0,0,0,0,0,4,0,1957.25,1451.0,1403.0,2165.5,472.0,424.0,0,0,0,0,0,0,4,0,539.25,273.0,271.0,3028.5,100.0,97.0,0,0,0,0,0,0,4,0,2259.5,987.0,1145.0,3528.25,229.0,388.0,0,0,0,0,0,0,4,0,1247.75,2071.0,1946.0,1050.0,767.0,643.0,0,0,0,0,0,0,4,0
27005,Becker,2013,11213.5,9996.0,10027.0,2974.0,2765.0,2797.0,0,0,0,0,0,0,4,0,396.25,595.0,564.0,2630.5,221.0,189.0,0,0,0,0,0,0,4,0,548.5,607.0,548.0,3374.25,345.0,285.0,0,0,0,0,0,0,4,0,2223.0,978.0,1086.0,3585.75,268.0,376.0,0,0,0,0,0,0,4,0,1958.0,1381.0,1348.0,2311.5,355.0,324.0,0,0,0,0,0,0,4,0,572.0,308.0,305.0,3056.5,101.0,100.0,0,0,0,0,0,0,4,0,2132.5,910.0,937.0,3748.0,168.0,196.0,0,0,0,0,0,0,4,0,1307.0,2010.0,2048.0,1091.75,604.0,640.0,0,0,0,0,0,0,4,0
