county_fips,county_name,year,series,value,cv_pct
27003,Anoka,2023,soy_harv_acres,2630,3.2
27003,Anoka,2023,soy_planted_acres,2700,3.2
27003,Anoka,2023,soy_yield_buac,39.9,7.8
27005,Becker,2011,corn_grain_harv_acres,42400,
27005,Becker,2011,corn_grain_yield_buac,121.5,
27005,Becker,2011,corn_planted_acres,48200,
27005,Becker,2011,corn_silage_harv_acres,5570,
27005,Becker,2011,corn_silage_yield_tonac,18,
27005,Becker,2011,soy_harv_acres,86100,
27005,Becker,2011,soy_planted_acres,86400,
27005,Becker,2011,soy_yield_buac,33.3,
27005,Becker,2011,swheat_harv_acres,42000,
27005,Becker,2011,swheat_planted_acres,43200,
27005,Becker,2011,swheat_yield_buac,43,
27005,Becker,2012,corn_grain_harv_acres,56300,
27005,Becker,2012,corn_grain_yield_buac,139.3,
27005,Becker,2012,corn_planted_acres,63300,
27005,Becker,2012,soy_harv_acres,87600,
27005,Becker,2012,soy_planted_acres,88100,
27005,Becker,2012,soy_yield_buac,35,
27005,Becker,2013,corn_grain_harv_acres,62600,
27005,Becker,2013,corn_grain_yield_buac,128.1,
27005,Becker,2013,corn_planted_acres,68000,
27005,Becker,2013,corn_silage_harv_acres,5000,
27005,Becker,2013,corn_silage_yield_tonac,14.5,
27005,Becker,2013,soy_harv_acres,83100,
27005,Becker,2013,soy_planted_acres,83900,
27005,Becker,2013,soy_yield_buac,34.8,
27005,Becker,2013,swheat_harv_acres,23600,
27005,Becker,2013,swheat_planted_acres,24000,
27005,Becker,2013,swheat_yield_buac,51.7,
27005,Becker,2014,corn_grain_harv_acres,49400,
27005,Becker,2014,corn_grain_yield_buac,116.2,
27005,Becker,2014,corn_planted_acres,54800,
27005,Becker,2014,corn_silage_harv_acres,5050,
27005,Becker,2014,corn_silage_yield_tonac,15,
27005,Becker,2014,soy_harv_acres,91500,
27005,Becker,2014,soy_planted_acres,92200,
27005,Becker,2014,soy_yield_buac,32.3,
27005,Becker,2016,corn_grain_harv_acres,54700,
27005,Becker,2016,corn_grain_yield_buac,165.6,
27005,Becker,2016,corn_planted_acres,64400,
27005,Becker,2016,corn_silage_harv_acres,9200,
27005,Becker,2016,corn_silage_yield_tonac,21,
27005,Becker,2016,soy_harv_acres,74600,
27005,Becker,2016,soy_planted_acres,75100,
27005,Becker,2016,soy_yield_buac,44.8,
27005,Becker,2017,soy_harv_acres,83400,
27005,Becker,2017,soy_planted_acres,84000,
27005,Becker,2017,soy_yield_buac,38,
27005,Becker,2017,swheat_harv_acres,29000,
27005,Becker,2017,swheat_planted_acres,29700,
27005,Becker,2017,swheat_yield_buac,59.1,
27005,Becker,2018,corn_grain_harv_acres,53500,
27005,Becker,2018,corn_grain_yield_buac,181.3,
27005,Becker,2018,corn_planted_acres,57800,
27005,Becker,2018,corn_silage_harv_acres,3870,
27005,Becker,2018,corn_silage_yield_tonac,23,
27005,Becker,2018,soy_harv_acres,76400,
27005,Becker,2018,soy_planted_acres,77000,
27005,Becker,2018,soy_yield_buac,44.5,
27005,Becker,2018,swheat_harv_acres,36200,
27005,Becker,2018,swheat_planted_acres,37100,
27005,Becker,2018,swheat_yield_buac,57.9,
27005,Becker,2019,corn_grain_harv_acres,58300,
27005,Becker,2019,corn_grain_yield_buac,160,
27005,Becker,2019,corn_planted_acres,66800,
27005,Becker,2019,corn_silage_harv_acres,7400,
27005,Becker,2019,corn_silage_yield_tonac,20.5,
27005,Becker,2019,soy_harv_acres,72400,
27005,Becker,2019,soy_planted_acres,73000,
27005,Becker,2019,soy_yield_buac,35.2,
27005,Becker,2019,swheat_harv_acres,30500,
27005,Becker,2019,swheat_planted_acres,31300,
27005,Becker,2019,swheat_yield_buac,53.4,
27005,Becker,2020,corn_grain_harv_acres,51800,.8
27005,Becker,2020,corn_grain_yield_buac,154.6,3.5
27005,Becker,2020,corn_planted_acres,56800,.4
27005,Becker,2020,corn_silage_harv_acres,4500,.8
27005,Becker,2020,corn_silage_yield_tonac,20,6.6
27005,Becker,2020,soy_harv_acres,71800,.5
27005,Becker,2020,soy_planted_acres,72400,.2
27005,Becker,2020,soy_yield_buac,39.1,2.9
27005,Becker,2020,swheat_harv_acres,33000,1.1
27005,Becker,2020,swheat_planted_acres,34700,0
27005,Becker,2020,swheat_yield_buac,62.1,3.2
27005,Becker,2021,corn_grain_harv_acres,64100,.6
27005,Becker,2021,corn_grain_yield_buac,152,4.9
27005,Becker,2021,corn_planted_acres,76800,.2
27005,Becker,2021,soy_harv_acres,76800,.5
27005,Becker,2021,soy_planted_acres,77500,.1
27005,Becker,2021,soy_yield_buac,38.1,4.8
27005,Becker,2021,swheat_harv_acres,20500,1.1
27005,Becker,2021,swheat_planted_acres,21400,0
27005,Becker,2021,swheat_yield_buac,56.4,5.6
27005,Becker,2022,corn_grain_harv_acres,63400,.5
27005,Becker,2022,corn_grain_yield_buac,163,3.1
27005,Becker,2022,corn_planted_acres,69100,.2
27005,Becker,2022,corn_silage_harv_acres,4760,.5
27005,Becker,2022,corn_silage_yield_tonac,21,8.1
27005,Becker,2022,soy_harv_acres,75400,.4
27005,Becker,2022,soy_planted_acres,76000,.2
27005,Becker,2022,soy_yield_buac,43.3,5.1
27005,Becker,2022,swheat_harv_acres,23800,.7
27005,Becker,2022,swheat_planted_acres,24600,.3
27005,Becker,2022,swheat_yield_buac,60,5.8
27005,Becker,2023,corn_grain_harv_acres,77500,.5
27005,Becker,2023,corn_grain_yield_buac,167.7,2.8
27005,Becker,2023,corn_planted_acres,83200,.1
27005,Becker,2023,corn_silage_harv_acres,5180,1.2
27005,Becker,2023,corn_silage_yield_tonac,18.5,9.6
27005,Becker,2023,soy_harv_acres,69300,.7
27005,Becker,2023,soy_planted_acres,69900,.2
27005,Becker,2023,soy_yield_buac,38.6,2.9
27005,Becker,2023,swheat_harv_acres,21900,.5
27005,Becker,2023,swheat_planted_acres,22600,0
27005,Becker,2023,swheat_yield_buac,60.3,6.1
27007,Beltrami,2013,corn_grain_harv_acres,3000,
27007,Beltrami,2013,corn_grain_yield_buac,126.7,
27007,Beltrami,2013,corn_planted_acres,5600,
27007,Beltrami,2016,corn_grain_harv_acres,1870,
27007,Beltrami,2016,corn_grain_yield_buac,150.3,
27007,Beltrami,2016,corn_planted_acres,4600,
27007,Beltrami,2016,swheat_harv_acres,10800,
27007,Beltrami,2016,swheat_planted_acres,11400,
27007,Beltrami,2016,swheat_yield_buac,52.3,
27007,Beltrami,2019,soy_harv_acres,21400,
27007,Beltrami,2019,soy_planted_acres,21700,
27007,Beltrami,2019,soy_yield_buac,32.8,
27007,Beltrami,2020,corn_grain_harv_acres,2130,1.3
27007,Beltrami,2020,corn_grain_yield_buac,121.6,8.699999999999999
27007,Beltrami,2020,corn_planted_acres,4800,1.1
27007,Beltrami,2020,corn_silage_harv_acres,2630,1.3
27007,Beltrami,2020,corn_silage_yield_tonac,15,2.8
27007,Beltrami,2020,soy_harv_acres,23900,.8
27007,Beltrami,2020,soy_planted_acres,24100,.7
27007,Beltrami,2020,soy_yield_buac,36.1,5.8
27007,Beltrami,2020,swheat_harv_acres,13400,1.4
27007,Beltrami,2020,swheat_planted_acres,14100,.4
27007,Beltrami,2020,swheat_yield_buac,53.8,6.1
27007,Beltrami,2021,corn_grain_harv_acres,1570,2
27007,Beltrami,2021,corn_grain_yield_buac,78.3,12.2
27007,Beltrami,2021,corn_planted_acres,7200,2
27007,Beltrami,2021,soy_harv_acres,26300,.6
27007,Beltrami,2021,soy_planted_acres,27300,.3
27007,Beltrami,2021,soy_yield_buac,26,11.3
27007,Beltrami,2021,swheat_harv_acres,11400,1
27007,Beltrami,2021,swheat_planted_acres,12200,0
27007,Beltrami,2021,swheat_yield_buac,39.2,12
27007,Beltrami,2022,corn_grain_harv_acres,3030,.9
27007,Beltrami,2022,corn_grain_yield_buac,128.7,8
27007,Beltrami,2022,corn_planted_acres,4800,.6
27007,Beltrami,2022,soy_harv_acres,22000,.5
27007,Beltrami,2022,soy_planted_acres,22200,.3
27007,Beltrami,2022,soy_yield_buac,35.6,5
27007,Beltrami,2022,swheat_harv_acres,9110,.8
27007,Beltrami,2022,swheat_planted_acres,9400,.4
27007,Beltrami,2022,swheat_yield_buac,60.7,4.6
27007,Beltrami,2023,soy_harv_acres,27900,.8
27007,Beltrami,2023,soy_planted_acres,28200,.3
27007,Beltrami,2023,soy_yield_buac,34.4,6.1
27007,Beltrami,2023,swheat_harv_acres,12600,.6
27007,Beltrami,2023,swheat_planted_acres,13000,.1
27007,Beltrami,2023,swheat_yield_buac,55.4,11.3
27009,Benton,2011,corn_grain_harv_acres,39000,
27009,Benton,2011,corn_grain_yield_buac,108.8,
27009,Benton,2011,corn_planted_acres,53800,
27009,Benton,2011,soy_harv_acres,33900,
27009,Benton,2011,soy_planted_acres,34100,
27009,Benton,2011,soy_yield_buac,33.7,
27009,Benton,2011,swheat_harv_acres,900,
27009,Benton,2011,swheat_planted_acres,1000,
27009,Benton,2011,swheat_yield_buac,33.1,
27009,Benton,2012,corn_grain_harv_acres,58600,
27009,Benton,2012,corn_grain_yield_buac,153.2,
27009,Benton,2012,corn_planted_acres,63500,
27009,Benton,2012,soy_harv_acres,31000,
27009,Benton,2012,soy_planted_acres,31200,
27009,Benton,2012,soy_yield_buac,40.6,
27009,Benton,2012,swheat_harv_acres,880,
27009,Benton,2012,swheat_planted_acres,900,
27009,Benton,2012,swheat_yield_buac,41.8,
27009,Benton,2013,corn_grain_harv_acres,52900,
27009,Benton,2013,corn_grain_yield_buac,94.7,
27009,Benton,2013,corn_planted_acres,62500,
27009,Benton,2013,soy_harv_acres,26400,
27009,Benton,2013,soy_planted_acres,26800,
27009,Benton,2013,soy_yield_buac,25.5,
27009,Benton,2014,corn_grain_harv_acres,39400,
27009,Benton,2014,corn_grain_yield_buac,90.3,
27009,Benton,2014,corn_planted_acres,70100,
27009,Benton,2014,soy_harv_acres,19800,
27009,Benton,2014,soy_planted_acres,19900,
27009,Benton,2014,soy_yield_buac,27,
27009,Benton,2015,corn_grain_harv_acres,48100,
27009,Benton,2015,corn_grain_yield_buac,167.3,
27009,Benton,2015,corn_planted_acres,59700,
27009,Benton,2015,soy_harv_acres,32900,
27009,Benton,2015,soy_planted_acres,33100,
27009,Benton,2015,soy_yield_buac,47.3,
27009,Benton,2016,corn_grain_harv_acres,51400,
27009,Benton,2016,corn_grain_yield_buac,169.3,
27009,Benton,2016,corn_planted_acres,58800,
27009,Benton,2016,soy_harv_acres,33400,
27009,Benton,2016,soy_planted_acres,34700,
27009,Benton,2016,soy_yield_buac,49.4,
27009,Benton,2017,corn_grain_harv_acres,44100,
27009,Benton,2017,corn_grain_yield_buac,153.9,
27009,Benton,2017,corn_planted_acres,53400,
27009,Benton,2017,soy_harv_acres,35900,
27009,Benton,2017,soy_planted_acres,36100,
27009,Benton,2017,soy_yield_buac,40.6,
27009,Benton,2017,swheat_harv_acres,590,
27009,Benton,2017,swheat_planted_acres,600,
27009,Benton,2017,swheat_yield_buac,43.6,
27009,Benton,2018,corn_grain_harv_acres,41800,
27009,Benton,2018,corn_grain_yield_buac,183,
27009,Benton,2018,corn_planted_acres,53900,
27009,Benton,2018,soy_harv_acres,36600,
27009,Benton,2018,soy_planted_acres,37600,
27009,Benton,2018,soy_yield_buac,45.6,
27009,Benton,2019,corn_grain_harv_acres,44700,
27009,Benton,2019,corn_grain_yield_buac,154.6,
27009,Benton,2019,corn_planted_acres,48400,
27009,Benton,2020,corn_grain_harv_acres,43900,.8
27009,Benton,2020,corn_grain_yield_buac,186.2,2.9
27009,Benton,2020,corn_planted_acres,52400,.4
27009,Benton,2020,corn_silage_harv_acres,8080,.7
27009,Benton,2020,corn_silage_yield_tonac,21.5,5.3
27009,Benton,2020,soy_harv_acres,37000,4
27009,Benton,2020,soy_planted_acres,37300,4
27009,Benton,2020,soy_yield_buac,52.8,3.4
27009,Benton,2021,corn_grain_harv_acres,38100,1.1
27009,Benton,2021,corn_grain_yield_buac,131.3,8.300000000000001
27009,Benton,2021,corn_planted_acres,55700,.4
27009,Benton,2021,corn_silage_harv_acres,16000,4.1
27009,Benton,2021,corn_silage_yield_tonac,14.5,10.6
27009,Benton,2021,soy_harv_acres,33100,1.4
27009,Benton,2021,soy_planted_acres,33400,1.3
27009,Benton,2021,soy_yield_buac,34.8,9.199999999999999
27009,Benton,2022,corn_grain_harv_acres,43800,.6
27009,Benton,2022,corn_grain_yield_buac,180.3,4.3
27009,Benton,2022,corn_planted_acres,54600,.3
27009,Benton,2022,corn_silage_harv_acres,10300,.6
27009,Benton,2022,corn_silage_yield_tonac,20.5,5.1
27009,Benton,2022,soy_harv_acres,33900,1.2
27009,Benton,2022,soy_planted_acres,34200,1.1
27009,Benton,2022,soy_yield_buac,45.8,3.8
27009,Benton,2023,corn_grain_harv_acres,47700,.3
27009,Benton,2023,corn_grain_yield_buac,164.6,8.199999999999999
27009,Benton,2023,corn_planted_acres,60100,.2
27009,Benton,2023,soy_harv_acres,31400,.9
27009,Benton,2023,soy_planted_acres,31900,.8
27009,Benton,2023,soy_yield_buac,39.3,9.800000000000001
27011,Big Stone,2011,corn_grain_harv_acres,91500,
27011,Big Stone,2011,corn_grain_yield_buac,111,
27011,Big Stone,2011,corn_planted_acres,93000,
27011,Big Stone,2011,soy_harv_acres,102200,
27011,Big Stone,2011,soy_planted_acres,103000,
27011,Big Stone,2011,soy_yield_buac,33.4,
27011,Big Stone,2011,swheat_harv_acres,16900,
27011,Big Stone,2011,swheat_planted_acres,17500,
27011,Big Stone,2011,swheat_yield_buac,34.8,
27011,Big Stone,2012,corn_grain_harv_acres,101000,
27011,Big Stone,2012,corn_grain_yield_buac,162.9,
27011,Big Stone,2012,corn_planted_acres,104000,
27011,Big Stone,2012,soy_harv_acres,109300,
27011,Big Stone,2012,soy_planted_acres,110000,
27011,Big Stone,2012,soy_yield_buac,44.1,
27011,Big Stone,2012,swheat_harv_acres,12800,
27011,Big Stone,2012,swheat_planted_acres,13200,
27011,Big Stone,2012,swheat_yield_buac,58.3,
27011,Big Stone,2013,corn_grain_harv_acres,105900,
27011,Big Stone,2013,corn_grain_yield_buac,143.1,
27011,Big Stone,2013,corn_planted_acres,107000,
27011,Big Stone,2013,soy_harv_acres,105400,
27011,Big Stone,2013,soy_planted_acres,106500,
27011,Big Stone,2013,soy_yield_buac,39.1,
27011,Big Stone,2013,swheat_harv_acres,10900,
27011,Big Stone,2013,swheat_planted_acres,11000,
27011,Big Stone,2013,swheat_yield_buac,55.6,
27011,Big Stone,2014,corn_grain_harv_acres,99900,
27011,Big Stone,2014,corn_grain_yield_buac,155,
27011,Big Stone,2014,corn_planted_acres,102000,
27011,Big Stone,2014,corn_silage_harv_acres,930,
27011,Big Stone,2014,corn_silage_yield_tonac,19.5,
27011,Big Stone,2014,soy_harv_acres,109200,
27011,Big Stone,2014,soy_planted_acres,110500,
27011,Big Stone,2014,soy_yield_buac,42.5,
27011,Big Stone,2014,swheat_harv_acres,11200,
27011,Big Stone,2014,swheat_planted_acres,11500,
27011,Big Stone,2014,swheat_yield_buac,59.2,
27011,Big Stone,2015,corn_grain_harv_acres,90800,
27011,Big Stone,2015,corn_grain_yield_buac,173.7,
27011,Big Stone,2015,corn_planted_acres,92600,
27011,Big Stone,2015,soy_harv_acres,115500,
27011,Big Stone,2015,soy_planted_acres,116000,
27011,Big Stone,2015,soy_yield_buac,46.9,
27011,Big Stone,2015,swheat_harv_acres,14500,
27011,Big Stone,2015,swheat_planted_acres,15200,
27011,Big Stone,2015,swheat_yield_buac,61.4,
27011,Big Stone,2016,corn_grain_harv_acres,95000,
27011,Big Stone,2016,corn_grain_yield_buac,188.1,
27011,Big Stone,2016,corn_planted_acres,97900,
27011,Big Stone,2016,soy_harv_acres,111800,
27011,Big Stone,2016,soy_planted_acres,112500,
27011,Big Stone,2016,soy_yield_buac,51.3,
27011,Big Stone,2016,swheat_harv_acres,12100,
27011,Big Stone,2016,swheat_planted_acres,12500,
27011,Big Stone,2016,swheat_yield_buac,55.7,
27011,Big Stone,2017,corn_grain_harv_acres,92000,
27011,Big Stone,2017,corn_grain_yield_buac,178.8,
27011,Big Stone,2017,corn_planted_acres,93400,
27011,Big Stone,2017,soy_harv_acres,112700,
27011,Big Stone,2017,soy_planted_acres,113500,
27011,Big Stone,2017,soy_yield_buac,45.5,
27011,Big Stone,2017,swheat_harv_acres,10100,
27011,Big Stone,2017,swheat_planted_acres,10400,
27011,Big Stone,2017,swheat_yield_buac,56.1,
27011,Big Stone,2018,corn_grain_harv_acres,97400,
27011,Big Stone,2018,corn_grain_yield_buac,198.3,
27011,Big Stone,2018,corn_planted_acres,98100,
27011,Big Stone,2018,soy_harv_acres,113800,
27011,Big Stone,2018,soy_planted_acres,115000,
27011,Big Stone,2018,soy_yield_buac,51.5,
27011,Big Stone,2018,swheat_harv_acres,8990,
27011,Big Stone,2018,swheat_planted_acres,9200,
27011,Big Stone,2018,swheat_yield_buac,46.3,
27011,Big Stone,2019,corn_grain_harv_acres,87700,
27011,Big Stone,2019,corn_grain_yield_buac,164.3,
27011,Big Stone,2019,corn_planted_acres,91100,
27011,Big Stone,2019,soy_harv_acres,101000,
27011,Big Stone,2019,soy_planted_acres,103000,
27011,Big Stone,2019,soy_yield_buac,42.1,
27011,Big Stone,2019,swheat_harv_acres,4540,
27011,Big Stone,2019,swheat_planted_acres,4900,
27011,Big Stone,2019,swheat_yield_buac,42.3,
27011,Big Stone,2020,corn_grain_harv_acres,96800,.8
27011,Big Stone,2020,corn_grain_yield_buac,185.1,1.1
27011,Big Stone,2020,corn_planted_acres,98300,.4
27011,Big Stone,2020,soy_harv_acres,112500,2.7
27011,Big Stone,2020,soy_planted_acres,113500,2.6
27011,Big Stone,2020,soy_yield_buac,47.7,2.4
27011,Big Stone,2020,swheat_harv_acres,6680,1.3
27011,Big Stone,2020,swheat_planted_acres,7000,.1
27011,Big Stone,2020,swheat_yield_buac,50.9,8.1
27011,Big Stone,2021,corn_grain_harv_acres,105400,.9
27011,Big Stone,2021,corn_grain_yield_buac,181.9,2.5
27011,Big Stone,2021,corn_planted_acres,107500,.7
27011,Big Stone,2021,soy_harv_acres,109100,1.2
27011,Big Stone,2021,soy_planted_acres,110000,1
27011,Big Stone,2021,soy_yield_buac,49.6,4.1
27011,Big Stone,2021,swheat_harv_acres,4320,1.3
27011,Big Stone,2021,swheat_planted_acres,4500,.1
27011,Big Stone,2021,swheat_yield_buac,56.3,4.6
27011,Big Stone,2022,corn_grain_harv_acres,87600,.6
27011,Big Stone,2022,corn_grain_yield_buac,170.8,1.6
27011,Big Stone,2022,corn_planted_acres,88200,.2
27011,Big Stone,2022,soy_harv_acres,112600,2.1
27011,Big Stone,2022,soy_planted_acres,113500,2
27011,Big Stone,2022,soy_yield_buac,41,2.6
27011,Big Stone,2022,swheat_harv_acres,1940,.8
27011,Big Stone,2022,swheat_planted_acres,2000,.5
27011,Big Stone,2022,swheat_yield_buac,41.4,7.3
27011,Big Stone,2023,corn_grain_harv_acres,112900,.1
27011,Big Stone,2023,corn_grain_yield_buac,180.6,3.3
27011,Big Stone,2023,corn_planted_acres,113500,.2
27011,Big Stone,2023,soy_harv_acres,103500,.7
27011,Big Stone,2023,soy_planted_acres,104500,.3
27011,Big Stone,2023,soy_yield_buac,49.7,4.4
27011,Big Stone,2023,swheat_harv_acres,2900,.5
27011,Big Stone,2023,swheat_planted_acres,3000,.1
27011,Big Stone,2023,swheat_yield_buac,47.9,15.5
27013,Blue Earth,2011,corn_grain_harv_acres,194600,
27013,Blue Earth,2011,corn_grain_yield_buac,171.1,
27013,Blue Earth,2011,corn_planted_acres,195500,
27013,Blue Earth,2011,soy_harv_acres,156700,
27013,Blue Earth,2011,soy_planted_acres,157000,
27013,Blue Earth,2011,soy_yield_buac,47.6,
27013,Blue Earth,2012,corn_grain_harv_acres,196000,
27013,Blue Earth,2012,corn_grain_yield_buac,170.5,
27013,Blue Earth,2012,corn_planted_acres,198000,
27013,Blue Earth,2012,soy_harv_acres,154000,
27013,Blue Earth,2012,soy_planted_acres,155000,
27013,Blue Earth,2012,soy_yield_buac,50.7,
27013,Blue Earth,2013,corn_grain_harv_acres,199500,
27013,Blue Earth,2013,corn_grain_yield_buac,185.2,
27013,Blue Earth,2013,corn_planted_acres,203000,
27013,Blue Earth,2013,corn_silage_harv_acres,540,
27013,Blue Earth,2013,corn_silage_yield_tonac,11,
27013,Blue Earth,2013,soy_harv_acres,136100,
27013,Blue Earth,2013,soy_planted_acres,139500,
27013,Blue Earth,2013,soy_yield_buac,49.4,
27013,Blue Earth,2014,corn_grain_harv_acres,188200,
27013,Blue Earth,2014,corn_grain_yield_buac,158.2,
