county_fips,county_code,county_name,year,temp_avg,precip_total,state_name,county_name_census,pop_total,pop_growth_rate,state_name_fema,state_abbr,state_fips,county_name_fema,county_fips_3,county_fips_raw,risk_value,risk_score,risk_rating,eal_value_total,eal_score,eal_rating,sovi_score,sovi_rating,resl_score,resl_rating,drought_risk_value,drought_risk_score,drought_risk_rating,inland_flood_risk_value,inland_flood_risk_score,inland_flood_risk_rating,wildfire_risk_value,wildfire_risk_score,wildfire_risk_rating,heatwave_risk_value,heatwave_risk_score,heatwave_risk_rating,winter_weather_risk_value,winter_weather_risk_score,winter_weather_risk_rating,nri_version,inflow_returns,inflow_exemptions,outflow_returns,outflow_exemptions,net_migration_returns,net_migration_exemptions,series_id,unemp_rate,series_title,qcew_estabs,qcew_employment,qcew_total_wages,qcew_avg_wkly_wage,ln_emp,ln_wage,ln_total_wages,emp_growth,wage_growth,bps_total_bldgs,bps_total_bldgs_rep,bps_total_units,bps_total_units_rep,bps_total_value,bps_total_value_rep,bps_bldgs_1_unit,bps_bldgs_1_unit_rep,bps_bldgs_2_units,bps_bldgs_2_units_rep,bps_bldgs_3_4_units,bps_bldgs_3_4_units_rep,bps_bldgs_5_units,bps_bldgs_5_units_rep,bps_units_1_unit,bps_units_1_unit_rep,bps_units_2_units,bps_units_2_units_rep,bps_units_3_4_units,bps_units_3_4_units_rep,bps_units_5_units,bps_units_5_units_rep,bps_value_1_unit,bps_value_1_unit_rep,bps_value_2_units,bps_value_2_units_rep,bps_value_3_4_units,bps_value_3_4_units_rep,bps_value_5_units,bps_value_5_units_rep,cbp_const_emp,cbp_const_q1_payroll,cbp_const_annual_payroll,cbp_const_establishments,bea_personal_income,bea_population,bea_pc_income,bea_real_gdp,bea_nominal_gdp,bea_real_gdp_construction,fhfa_annual_change,fhfa_hpi,fhfa_hpi_1990base,fhfa_hpi_2000base,usps_total_addr,usps_vacant_addr,usps_nostat_addr,usps_res_addr,usps_res_vacant_addr,usps_res_nostat_addr,usps_vacancy_rate,usps_nostat_rate,usps_res_vacancy_rate,usps_res_nostat_rate,qwi_emp_total_private,qwi_hires_total_private,qwi_separations_total_private,qwi_earns_total_private,qwi_job_gains_total_private,qwi_job_losses_total_private,qwi_eflag_tp,qwi_hflag_tp,qwi_sflag_tp,qwi_wflag_tp,qwi_jgflag_tp,qwi_jlflag_tp,qwi_quarters_observed_total_priv,qwi_inc_tp,qwi_emp_agriculture,qwi_hires_agriculture,qwi_separations_agriculture,qwi_earns_agriculture,qwi_job_gains_agriculture,qwi_job_losses_agriculture,qwi_emp_flag_issue_agriculture,qwi_hires_flag_issue_agriculture,qwi_sep_flag_issue_agriculture,qwi_earns_flag_issue_agriculture,qwi_job_gains_flag_issue_agricul,qwi_job_losses_flag_issue_agricu,qwi_quarters_observed_agricultur,qwi_incomplete_year_agriculture,qwi_emp_construction,qwi_hires_construction,qwi_separations_construction,qwi_earns_construction,qwi_job_gains_construction,qwi_job_losses_construction,qwi_eflag_con,qwi_hflag_con,qwi_sflag_con,qwi_wflag_con,qwi_jgflag_con,qwi_jlflag_con,qwi_quarters_observed_constructi,qwi_inc_con,qwi_emp_manufacturing,qwi_hires_manufacturing,qwi_separations_manufacturing,qwi_earns_manufacturing,qwi_job_gains_manufacturing,qwi_job_losses_manufacturing,qwi_emp_flag_issue_manufacturing,qwi_hires_flag_issue_manufacturi,qwi_sep_flag_issue_manufacturing,qwi_earns_flag_issue_manufacturi,qwi_job_gains_flag_issue_manufac,qwi_job_losses_flag_issue_manufa,qwi_quarters_observed_manufactur,qwi_incomplete_year_manufacturin,qwi_emp_retail,qwi_hires_retail,qwi_separations_retail,qwi_earns_retail,qwi_job_gains_retail,qwi_job_losses_retail,qwi_emp_flag_issue_retail,qwi_hires_flag_issue_retail,qwi_sep_flag_issue_retail,qwi_earns_flag_issue_retail,qwi_job_gains_flag_issue_retail,qwi_job_losses_flag_issue_retail,qwi_quarters_observed_retail,qwi_incomplete_year_retail,qwi_emp_transport_warehousing,qwi_hires_transport_warehousing,qwi_separations_transport_wareho,qwi_earns_transport_warehousing,qwi_job_gains_transport_warehous,qwi_job_losses_transport_warehou,qwi_emp_flag_issue_transport_war,qwi_hires_flag_issue_transport_w,qwi_sep_flag_issue_transport_war,qwi_earns_flag_issue_transport_w,qwi_job_gains_flag_issue_transpo,qwi_job_losses_flag_issue_transp,qwi_quarters_observed_transport_,qwi_incomplete_year_transport_wa,qwi_emp_health_social,qwi_hires_health_social,qwi_separations_health_social,qwi_earns_health_social,qwi_job_gains_health_social,qwi_job_losses_health_social,qwi_emp_flag_issue_health_social,qwi_hires_flag_issue_health_soci,qwi_sep_flag_issue_health_social,qwi_earns_flag_issue_health_soci,qwi_job_gains_flag_issue_health_,qwi_job_losses_flag_issue_health,qwi_quarters_observed_health_soc,qwi_incomplete_year_health_socia,qwi_emp_accom_food,qwi_hires_accom_food,qwi_separations_accom_food,qwi_earns_accom_food,qwi_job_gains_accom_food,qwi_job_losses_accom_food,qwi_emp_flag_issue_accom_food,qwi_hires_flag_issue_accom_food,qwi_sep_flag_issue_accom_food,qwi_earns_flag_issue_accom_food,qwi_job_gains_flag_issue_accom_f,qwi_job_losses_flag_issue_accom_,qwi_quarters_observed_accom_food,qwi_incomplete_year_accom_food,nass_corn_planted_acres,nass_corn_grain_harv_acres,nass_corn_grain_yield_buac,nass_corn_silage_harv_acres,nass_corn_silage_yield_tonac,nass_soy_planted_acres,nass_soy_harv_acres,nass_soy_yield_buac,nass_swheat_planted_acres,nass_swheat_harv_acres,nass_swheat_yield_buac,nass_corn_grain_harv_acres_cv,nass_corn_grain_yield_buac_cv,nass_corn_planted_acres_cv,nass_corn_silage_harv_acres_cv,nass_corn_silage_yield_tonac_cv,nass_soy_harv_acres_cv,nass_soy_planted_acres_cv,nass_soy_yield_buac_cv,nass_swheat_harv_acres_cv,nass_swheat_planted_acres_cv,nass_swheat_yield_buac_cv,L1_precip,L1_temp,L2_precip,L2_temp,F1_precip,F1_temp,precip_ma3,temp_ma3,county_t,irs_net_mig_rate,irs_inflow_rate,irs_outflow_rate,flood_risk_std,ln_qcew_employment,ln_bps_total_units,ln_cbp_const_establishments,ln_bea_real_gdp,ln_bea_nominal_gdp,ln_bea_real_gdp_construction,ln_bea_personal_income,ln_bea_pc_income,ln_fhfa_hpi,ln_qwi_emp_total_private,ln_qwi_hires_total_private,ln_qwi_separations_total_private,ln_qwi_emp_construction,ln_qwi_hires_construction,ln_qwi_separations_construction,qwi_hire_rate_total_private,qwi_sep_rate_total_private,qwi_jc_rate_tp,qwi_jd_rate_tp,qwi_hire_rate_construction,qwi_sep_rate_construction,qwi_jc_rate_con,qwi_jd_rate_con,ln_nass_corn_yield,ln_nass_soy_yield,ln_nass_corn_planted,ln_nass_soy_planted,_est_a1,_est_a2,_est_a3,_est_a4,_est_a5,_est_a6
27051,MN-051,Grant County,2017,45.191666,316.67001,Minnesota,Grant County,5916,-.23608769,Minnesota,MN,27,Grant,51,27051,2621481.5,2.9898219,Very Low,4160142,9.2821779,Very Low,10.623409,Very Low,92.111961,Very High,32566.986,31.87023,Relatively Low,1228960.5,8.7150126,Very Low,5037.9097,14.281171,Very Low,32105.391,13.808606,Very Low,72553.344,52.418842,Relatively Low,December 2025,3215,6744,3052,6326,163,418,LAUCN270510000000003          ,4.3,"Unemployment Rate: Grant County, MN (U)",259,1903,72368058,731,7.551187,6.5944133,18.097275,1.8191546,4.5779686,1,1,1,1,180000,180000,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,180000,180000,0,0,0,0,0,0,154,1311,8425,35,267731,5956,44951,243856,243856,17889,-4.78,139.98,,120.04,2652,158,617,2507,157,588,.059577681,.2326546,.062624648,.23454328,1542.5,1104,1072,3063.75,386,353,0,0,0,0,0,0,4,0,118.75,217,218,2973.25,39,40,0,0,0,0,0,0,4,0,185,190,201,3141.5,80,89,0,0,0,0,0,0,4,0,101.5,69,65,3546.75,20,15,0,0,0,0,0,0,4,0,201.5,135,132,1701,32,29,0,0,0,0,0,0,4,0,46.25,37,28,1751.75,27,17,0,1,0,0,0,0,4,0,417.75,161,146,2574,55,38,0,0,0,0,0,0,4,0,35.25,46,61,813.5,17,33,0,0,0,0,0,0,4,0,132000,128700,190.2,,,123000,122100,46.7,9400,9130,65.09999999999999,,,,,,,,,,,,284.29001,46.241665,290.42999,42.700001,306.19,42.366665,297.13,44.711109,6,70.655846,1139.9595,1069.3036,-1.6560091,7.551187,.69314718,3.583519,12.404333,12.404333,9.7919416,12.497738,10.713328,4.9414997,7.3418078,7.0076008,6.9782138,5.2257466,5.2522736,5.3082676,71.572121,69.497566,25.024311,22.884928,102.70271,108.64865,43.243244,48.108109,5.248076,3.8437443,11.790557,11.719939,1,1,1,1,1,1
27051,MN-051,Grant County,2018,42.366665,306.19,Minnesota,Grant County,5989,1.2339418,Minnesota,MN,27,Grant,51,27051,2621481.5,2.9898219,Very Low,4160142,9.2821779,Very Low,10.623409,Very Low,92.111961,Very High,32566.986,31.87023,Relatively Low,1228960.5,8.7150126,Very Low,5037.9097,14.281171,Very Low,32105.391,13.808606,Very Low,72553.344,52.418842,Relatively Low,December 2025,2908,5911,2987,6188,-79,-277,LAUCN270510000000003          ,4.3,"Unemployment Rate: Grant County, MN (U)",263,1910,74603283,751,7.5548587,6.6214056,18.127695,.36784026,2.7359781,2,1,2,1,570000,390000,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,570000,390000,0,0,0,0,0,0,169,1502,8139,30,274545,6015,45643,239095,245361,16685,16.25,162.73,,139.55,2698,161,609,2536,160,569,.059673831,.22572276,.063091479,.22436909,1508.25,1089,1131,3046,341,383,0,0,0,0,0,0,4,0,121.5,203,199,2945.5,48,44,0,0,0,0,0,0,4,0,165.25,163,163,3178.25,67,67,0,0,0,0,0,0,4,0,112.5,47,51,3550.25,6,10,0,0,0,0,0,0,4,0,199.5,180,165,1631.75,53,38,0,0,0,0,0,0,4,0,51.75,40,41,1691,11,12,0,1,0,0,0,0,4,0,425.5,167,171,2690.25,49,53,0,0,0,0,0,0,4,0,27.75,37,41,1090,15,20,0,0,0,0,0,0,4,0,,,,,,,,,14000,13700,51.4,,,,,,,,,,,,316.67001,45.191666,284.29001,46.241665,341.42001,40.666668,302.38333,44.599998,7,-46.251461,986.97614,1033.2275,-1.6560091,7.5548587,1.0986123,3.4339871,12.384616,12.410486,9.7222652,12.52287,10.728605,5.0920925,7.3193679,6.9939332,7.0317411,5.1134925,5.0998664,5.0998664,72.202881,74.987572,22.608984,25.393667,98.638428,98.638428,40.544628,40.544628,,,,,0,0,0,0,0,0
27051,MN-051,Grant County,2019,40.666668,341.42001,Minnesota,Grant County,5972,-.28385374,Minnesota,MN,27,Grant,51,27051,2621481.5,2.9898219,Very Low,4160142,9.2821779,Very Low,10.623409,Very Low,92.111961,Very High,32566.986,31.87023,Relatively Low,1228960.5,8.7150126,Very Low,5037.9097,14.281171,Very Low,32105.391,13.808606,Very Low,72553.344,52.418842,Relatively Low,December 2025,2943,6074,2951,5904,-8,170,LAUCN270510000000003          ,4.7,"Unemployment Rate: Grant County, MN (U)",262,1904,74206360,749,7.551712,6.6187391,18.12236,-.31413612,-.26631159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,1494,8722,33,271574,6027,45060,250720,265458,15888,1.37,164.96,,141.47,2909,158,798,2725,157,747,.0543142,.27432108,.05761468,.27412844,1477.75,1137,1168,3140,362,392,0,0,0,0,0,0,4,0,117.5,196,217,3033,36,59,0,0,0,0,0,0,4,0,167.5,195,204,3341.5,70,80,0,0,0,0,0,0,4,0,105.5,62,56,3804.5,18,11,0,0,0,0,0,0,4,0,192.25,146,182,1677.75,36,72,0,0,0,0,0,0,4,0,55.75,42,35,1885,18,9,0,0,0,0,0,0,4,0,425.25,177,165,2749.25,46,32,0,0,0,0,0,0,4,0,31.25,62,46,1180,35,18,0,0,0,0,0,0,4,0,125500,122900,172.9,2380,21,92500,91600,43.3,11100,10800,52.8,,,,,,,,,,,,306.19,42.366665,316.67001,45.191666,330.14001,42.716667,321.42667,42.741665,8,28.466175,1017.0797,988.61353,-1.6560091,7.551712,0,3.5263605,12.432092,12.489212,9.6733198,12.51199,10.71575,5.1057029,7.2989526,7.0370278,7.0639038,5.126936,5.2781148,5.32301,76.941299,79.039078,24.4967,26.526814,116.41791,121.79105,41.791046,47.761192,5.1527133,3.7681527,11.740061,11.434964,1,1,1,1,1,1
27051,MN-051,Grant County,2020,42.716667,330.14001,Minnesota,Grant County,6093,2.0261219,Minnesota,MN,27,Grant,51,27051,2621481.5,2.9898219,Very Low,4160142,9.2821779,Very Low,10.623409,Very Low,92.111961,Very High,32566.986,31.87023,Relatively Low,1228960.5,8.7150126,Very Low,5037.9097,14.281171,Very Low,32105.391,13.808606,Very Low,72553.344,52.418842,Relatively Low,December 2025,2940,6156,2898,6016,42,140,LAUCN270510000000003          ,5.7,"Unemployment Rate: Grant County, MN (U)",260,1816,77925853,825,7.5043917,6.7153835,18.171268,-4.6218486,10.146862,2,2,2,2,387744,387744,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,387744,387744,0,0,0,0,0,0,173,1556,8637,33,330238,6090,54226,264164,284433,14538,4.29,172.04,,147.53,2990,160,833,2803,159,782,.053511709,.27859533,.056724939,.27898681,1425,1229,1249,3332,408,428,0,0,0,0,0,0,4,0,117.5,204,192,3216.25,57,44,0,0,0,0,0,0,4,0,158.25,155,163,3513.5,77,86,0,0,0,0,0,0,4,0,110,108,122,4484.25,14,29,0,0,0,0,0,0,4,0,171.5,133,130,1873.75,37,33,0,0,0,0,0,0,4,0,56,49,56,2164.75,18,24,0,0,0,0,0,0,4,0,429.25,231,217,2787,77,63,0,0,0,0,0,0,4,0,33.25,41,47,1037,16,24,0,0,0,0,0,0,4,0,119500,117100,176.1,,,101000,100100,44.5,10700,10200,54.3,.7,1.5,.3,,,.6,.3,2.4,1.3,.1,6.1,341.42001,40.666668,306.19,42.366665,263.59,44.849998,325.91669,41.916668,9,22.977186,1010.3397,987.36255,-1.6560091,7.5043917,1.0986123,3.5263605,12.484325,12.558253,9.5845213,12.707569,10.900916,5.147727,7.2626286,7.1147695,7.130899,5.0704751,5.0498562,5.0998664,86.245613,87.649124,28.631578,30.035088,97.946289,103.00158,48.657188,54.344391,5.171052,3.7954891,11.691072,11.522876,1,1,1,1,1,1
27051,MN-051,Grant County,2021,44.849998,263.59,Minnesota,Grant County,6146,.86985064,Minnesota,MN,27,Grant,51,27051,2621481.5,2.9898219,Very Low,4160142,9.2821779,Very Low,10.623409,Very Low,92.111961,Very High,32566.986,31.87023,Relatively Low,1228960.5,8.7150126,Very Low,5037.9097,14.281171,Very Low,32105.391,13.808606,Very Low,72553.344,52.418842,Relatively Low,December 2025,2924,6014,2995,6024,-71,-10,LAUCN270510000000003          ,4.2,"Unemployment Rate: Grant County, MN (U)",252,1819,79741767,843,7.506042,6.7369671,18.194304,.16519824,2.1818182,1,1,1,1,300000,300000,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,300000,300000,0,0,0,0,0,0,172,1738,8773,40,359517,6147,58487,275994,325688,14297,5.61,181.69,,155.81,3132,35,1049,2936,35,991,.01117497,.33492976,.01192098,.33753407,1456.25,1225,1172,3557.25,485,431,0,0,0,0,0,0,4,0,120,208,195,3201.5,49,36,0,0,0,0,0,0,4,0,154,161,189,3834.75,74,101,0,0,0,0,0,0,4,0,108.75,94,69,4054.75,37,12,0,0,0,0,0,0,4,0,157.5,155,158,2056,69,74,0,0,0,0,0,0,4,0,59,49,39,2469.25,25,14,0,0,0,0,0,0,4,0,443.75,212,228,2802.5,46,62,0,0,0,0,0,0,4,0,31.75,46,44,966.25,26,26,0,0,0,0,0,0,4,0,131500,128600,179.8,1150,20,101500,100600,46.7,7800,7450,59.9,.6,1.4,.2,.4,8.800000000000001,.7,.1,3.6,1.1,0,9.1,330.14001,42.716667,341.42001,40.666668,313.04001,42.808334,311.71667,42.744446,10,-1.6270745,978.52264,980.14972,-1.6560091,7.506042,.69314718,3.713572,12.528134,12.693695,9.5678053,12.792517,10.97656,5.202302,7.2843065,7.1115122,7.0673199,5.0434251,5.0875964,5.2470241,84.120171,80.48069,33.304722,29.596567,104.54546,122.72727,48.051949,65.584419,5.1918449,3.8437443,11.786762,11.527814,1,1,1,1,1,1
27051,MN-051,Grant County,2022,42.808334,313.04001,Minnesota,Grant County,6147,.016270746,Minnesota,MN,27,Grant,51,27051,2621481.5,2.9898219,Very Low,4160142,9.2821779,Very Low,10.623409,Very Low,92.111961,Very High,32566.986,31.87023,Relatively Low,1228960.5,8.7150126,Very Low,5037.9097,14.281171,Very Low,32105.391,13.808606,Very Low,72553.344,52.418842,Relatively Low,December 2025,3126,6223,2921,5838,205,385,LAUCN270510000000003          ,2.9,"Unemployment Rate: Grant County, MN (U)",262,1878,84042407,861,7.5379624,6.7580943,18.246832,3.2435405,2.1352313,3,3,3,3,398303,398303,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,398303,398303,0,0,0,0,0,0,134,1259,9249,37,387804,6134,63222,293292,393812,13387,20.65,219.2,,187.98,3168,2,1096,2970,2,1034,.00063130999,.3459596,.00067340001,.34814814,1559,1149,1049,3757.25,444,344,0,0,0,0,0,0,4,0,132.75,163,154,3304.25,54,45,0,0,0,0,0,0,4,0,152.75,182,152,4179.25,109,80,0,0,0,0,0,0,4,0,156.25,141,91,4174.25,54,6,0,0,0,0,0,0,4,0,172.25,127,138,2287.25,26,36,0,0,0,0,0,0,4,0,67.75,42,42,2428,17,18,0,0,0,0,0,0,4,0,436.5,181,187,3052.75,28,33,0,0,0,0,0,0,4,0,33.5,35,31,1013.5,18,13,0,0,0,0,0,0,4,0,122500,117500,186.7,,,92300,91500,43.5,,,,.6,1,.2,,,.4,.2,2.8,,,,263.59,44.849998,330.14001,42.716667,240.59,42.583332,302.25668,43.458332,11,62.632179,1012.3638,949.73157,-1.6560091,7.5379624,1.3862944,3.6375861,12.588924,12.883629,9.502039,12.868256,11.054408,5.3899846,7.3524413,7.0475173,6.9565454,5.0353279,5.209486,5.0304379,73.701088,67.28672,28.479795,22.065426,119.14893,99.509003,71.358429,52.373158,5.2295032,3.7727609,11.715866,11.432799,1,1,1,1,1,1
27051,MN-051,Grant County,2023,42.583332,240.59,Minnesota,Grant County,6161,.22775337,Minnesota,MN,27,Grant,51,27051,2621481.5,2.9898219,Very Low,4160142,9.2821779,Very Low,10.623409,Very Low,92.111961,Very High,32566.986,31.87023,Relatively Low,1228960.5,8.7150126,Very Low,5037.9097,14.281171,Very Low,32105.391,13.808606,Very Low,72553.344,52.418842,Relatively Low,December 2025,3077,6163,3228,6391,-151,-228,LAUCN270510000000003          ,3.4,"Unemployment Rate: Grant County, MN (U)",260,1871,88912315,914,7.5342283,6.8178306,18.303162,-.37273696,6.155633,1,1,1,1,500000,500000,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,500000,500000,0,0,0,0,0,0,147,1496,10003,33,370823,6155,60247,271513,367183,11733,9.890000000000001,240.87,,206.56,3288,1,1153,3087,1,1094,.00030414001,.35066909,.00032394001,.35438937,1593.5,1038,1053,4068.25,411,426,0,0,0,0,0,0,4,0,133,168,171,3268,46,49,0,0,0,0,0,0,4,0,166.75,141,128,4390.75,86,73,0,0,0,0,0,0,4,0,170.25,64,76,4374.5,18,31,0,0,0,0,0,0,4,0,162.5,112,124,2496.5,23,34,0,0,0,0,0,0,4,0,65.25,42,80,3160.5,20,58,0,0,0,0,0,0,4,0,436,195,175,3301.75,54,34,0,0,0,0,0,0,4,0,38.5,48,33,1049.25,24,10,0,0,0,0,0,0,4,0,138500,136100,187.4,2340,18.5,89600,88700,44.1,,,,.5,1.9,.1,3.9,10.4,.7,.2,4.3,,,,313.04001,42.808334,263.59,44.849998,,,272.40668,43.413887,12,-37.006981,1000.3246,1037.3315,-1.6560091,7.5342283,.69314718,3.5263605,12.511765,12.813616,9.3701611,12.823481,11.006208,5.4842572,7.3743153,6.9460139,6.9603477,5.1224747,4.9558272,4.8598123,65.139633,66.080956,25.79228,26.733604,84.557724,76.76162,51.574211,43.778111,5.2332454,3.7864597,11.838626,11.403111,1,1,1,1,1,1
27053,MN-053,Hennepin County,2011,44.808334,433.73001,Minnesota,Hennepin County,1169347,,Minnesota,MN,27,Hennepin,53,27053,399879136,98.314247,Relatively High,456424896,98.917076,Relatively High,20.324427,Relatively Low,98.091606,Very High,73982.594,40.712467,Relatively Low,165038496,98.027992,Relatively High,270797.84,74.872772,Relatively Low,34419240,99.100838,Relatively High,1128508.5,97.422028,Very High,December 2025,,,,,,,LAUCN270530000000003          ,6.1,"Unemployment Rate: Hennepin County, MN (U)",41058,823696,49249927618,1150,13.621557,7.0475173,24.620174,,,919,914,1615,1610,381933295,379501218,900,895,1,1,1,1,17,17,900,895,2,2,4,4,709,709,293606375,291174298,428190,428190,663000,663000,87235730,87235730,20541,301617,1434695,2643,67154766,1171240,57336,116773476,105385204,2449607,-6.07,527.77,200.38,120.84,601721,24163,17813,524591,16763,10079,.04015648,.02960342,.031954419,.01921306,754033,492551,472304,4973.25,149654,129407,0,0,0,0,0,0,4,0,629.75,782,703,2953,331,254,0,0,0,0,0,0,4,0,20553.25,15876,14571,5228.25,7220,5915,0,0,0,0,0,0,4,0,70517,20012,17466,5394.75,8648,6101,0,0,0,0,0,0,4,0,78086.75,59374,62116,2575,17126,19869,0,0,0,0,0,0,4,0,15474.75,8266,7112,3542.5,3020,1867,0,0,0,0,0,0,4,0,112462.5,58012,52321,3964.5,16631,10942,0,0,0,0,0,0,4,0,56818.75,50627,49244,1659.75,14587,13205,0,0,0,0,0,0,4,0,12800,12200,141.8,540,13,14500,14200,37.5,600,540,24.1,,,,,,,,,,,,,,,,359.75,49.191666,,,0,,,,2.0058308,13.621557,7.3877091,7.8800483,18.575747,18.473133,14.711438,18.022511,10.956684,6.2686605,13.533193,13.107355,13.06538,9.9308233,9.6726265,9.5868568,65.322205,62.637047,19.847141,17.161982,77.243256,70.893898,35.128265,28.778904,4.9544177,3.624341,9.4572001,9.5819035,1,0,0,1,0,0
27053,MN-053,Hennepin County,2012,49.191666,359.75,Minnesota,Hennepin County,1184200,1.2701961,Minnesota,MN,27,Hennepin,53,27053,399879136,98.314247,Relatively High,456424896,98.917076,Relatively High,20.324427,Relatively Low,98.091606,Very High,73982.594,40.712467,Relatively Low,165038496,98.027992,Relatively High,270797.84,74.872772,Relatively Low,34419240,99.100838,Relatively High,1128508.5,97.422028,Very High,December 2025,601997,1185100,602207,1193327,-210,-8227,LAUCN270530000000003          ,5.3,"Unemployment Rate: Hennepin County, MN (U)",39965,838678,52049602456,1193,13.639582,7.0842266,24.675463,1.818875,3.7391305,1389,1383,5505,5499,1043581049,1040991284,1346,1340,1,1,3,3,39,39,1346,1340,2,2,12,12,4145,4145,464679649,462089884,200000,200000,1873864,1873864,576827536,576827536,22708,349663,1599718,2626,72791978,1187536,61297,119702133,110267798,2567422,-.63,524.4400000000001,199.12,120.08,627264,25049,41139,542806,17258,26495,.039933741,.065584831,.031794049,.048811179,775143,506011,493426,5232.75,150146,137561,0,0,0,0,0,0,4,0,704.75,741,751,3602.75,290,299,0,0,0,0,0,0,4,0,21721,16624,16079,5511,7236,6691,0,0,0,0,0,0,4,0,72132.5,18424,19051,5536,7731,8359,0,0,0,0,0,0,4,0,75884.5,55998,56784,2743.25,16506,17294,0,0,0,0,0,0,4,0,16976,9045,8578,3779,3162,2693,0,0,0,0,0,0,4,0,119440.5,65559,59780,3997.25,17931,12151,0,0,0,0,0,0,4,0,60632.25,63545,57305,1696.5,20124,13884,0,0,0,0,0,0,4,0,15400,14900,164,330,14,13300,13100,43.2,,,,,,,,,,,,,,,433.73001,44.808334,,,363.45001,44.891666,,,1,-6.9473062,1000.76,1007.7073,2.0058308,13.639582,8.6135941,7.8735976,18.600517,18.518423,14.758413,18.103117,11.023486,6.262331,13.560804,13.134315,13.10913,9.9860811,9.7186632,9.6853313,65.279694,63.656124,19.370104,17.746532,76.534233,74.025139,33.313385,30.804291,5.0998664,3.7658405,9.6421232,9.4955196,1,1,0,1,1,0
27053,MN-053,Hennepin County,2013,44.891666,363.45001,Minnesota,Hennepin County,1198069,1.1711704,Minnesota,MN,27,Hennepin,53,27053,399879136,98.314247,Relatively High,456424896,98.917076,Relatively High,20.324427,Relatively Low,98.091606,Very High,73982.594,40.712467,Relatively Low,165038496,98.027992,Relatively High,270797.84,74.872772,Relatively Low,34419240,99.100838,Relatively High,1128508.5,97.422028,Very High,December 2025,609007,1193079,615537,1217813,-6530,-24734,LAUCN270530000000003          ,4.7,"Unemployment Rate: Hennepin County, MN (U)",39082,854169,53181767796,1197,13.657885,7.0875735,24.696981,1.8470736,.33528918,1793,1775,5979,5918,1273045865,1260346675,1747,1730,1,1,6,6,39,38,1747,1730,2,2,22,22,4208,4164,632594865,625884831,275000,275000,4183988,4183988,635992012,630002856,23291,354194,1676342,2623,72345434,1202850,60145,122999730,115205525,2953421,5.05,550.93,209.18,126.14,629897,22952,40996,545179,15080,26545,.036437701,.06508366,.02766064,.048690431,787026,524921,510500,5266.5,156287,141865,0,0,0,0,0,0,4,0,677.75,707,711,3227.25,275,279,0,0,0,0,0,0,4,0,23214.25,19638,17182,5545.5,8741,6287,0,0,0,0,0,0,4,0,71104.25,19632,20405,5538,7358,8131,0,0,0,0,0,0,4,0,74134.25,61320,60961,2819,17432,17074,0,0,0,0,0,0,4,0,16533.25,11926,10731,3764,4891,3696,0,0,0,0,0,0,4,0,125036.25,64799,58496,3966.5,18239,11937,0,0,0,0,0,0,4,0,63614.75,64293,64852,1722.5,16325,16885,0,0,0,0,0,0,4,0,14600,13800,154.7,,,12000,11800,35.2,500,500,26.6,,,,,,,,,,,,359.75,49.191666,433.73001,44.808334,416.17999,41.391666,385.64334,46.297222,2,-20.644888,995.83496,1016.4799,2.0058308,13.657885,8.6961756,7.8724551,18.627693,18.562229,14.898475,18.096962,11.004514,6.3116078,13.576017,13.171005,13.143147,10.052565,9.885273,9.7516756,66.696777,64.864441,19.857922,18.025454,84.594589,74.014885,37.653595,27.082502,5.0414877,3.5610461,9.5887766,9.392662,1,1,1,1,1,1
